type,title,author,content,date,push_tag,original_title
article,austinlee (貍老闆),austinlee (貍老闆),: 格魯吉亞的銀行卡還是Amex Debit,Tue Dec 26 16:30:03 2023,,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,kevenshih,: 小三通，廈門，utber上很多,12/26 16:43,推,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,tomsawyer,: 呃 錯版囉 你通篇在講旅行 應該左轉travel吧,12/26 16:43,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,hsupeter92,: 有用到一點銀行的資訊算擦邊球啦,12/26 16:46,推,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,hsupeter92,: 我就是在珠海開的，珠海現在不會擋人開戶,12/26 16:46,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,hsupeter92,: 其他城市多少都會擋但珠海可能缺業績吧？XD,12/26 16:47,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,hsupeter92,: 懶人包要嘛廈門要嘛珠海，這兩個會比較划算,12/26 16:49,推,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,hsupeter92,: 順帶一提如果要珠海建議澳門裡面坐公車就好,12/26 16:49,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,hsupeter92,: 澳門小小的可能還比大安區小時間上差不多,12/26 16:50,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,hsupeter92,: 如果只是要有銀行可以走橫琴關,12/26 16:53,推,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,hsupeter92,: 離澳門機場近也沒什麼人不用排隊,12/26 16:53,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,hsupeter92,: 真的要往拱北珠海市區可以多走一點到青茂口岸,12/26 16:55,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,hsupeter92,: 不然拱北口岸有機率會因為排隊人潮太多塞車,12/26 16:55,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,lf2net4589,: Hon9 Kon9應該不難開吧？,12/26 17:07,推,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,BabyWolf,: 香港的戶頭跟中國大陸處理資金還是有管制,12/26 17:11,推,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,BNYMellon,: 香港戶頭使用上比台灣還自由方便…..,12/26 17:30,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,onesecond,: 個人使用的話，中國銀行帳戶有什麼吸引人的優點嗎？,12/26 17:33,推,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,BabyWolf,: 應該是跟中國大陸的親友或客戶往來吧 不然香港方便多了,12/26 17:35,推,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,kalmia,: 辦帳戶拿銀聯卡去其他國家刷卡吃優惠啊,12/26 17:39,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,hsupeter92,: 還有一個就是微信支付跟支付寶收款,12/26 17:40,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,hsupeter92,: 最主要就是能用微信且沒什麼限制,12/26 17:40,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,BabyWolf,: 但是香港辦的也可以有銀聯卡啊,12/26 17:41,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,blackyw,: 上海開戶，就職，居住材料等缺乏的話，開戶容易被拒,12/26 17:52,推,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,kkkk1234,: 你還要考慮金錢進出的成本 廈門銀行在福建跟非福建開戶,12/26 17:53,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,kkkk1234,: 有不同的提款優惠 每家銀行可能都有類似的奇怪規定,12/26 17:53,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,kkkk1234,: 如果要走富邦系統匯出就只能選富邦香港、廈門銀行、富,12/26 17:55,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,kkkk1234,: 邦華一 要去開戶的地點也就只能是有這三家銀行的地方,12/26 17:55,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,BabyWolf,: 喔 好像有誤會 我說管制是回應lf2net4589大 是香港跟中,12/26 18:21,推,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,BabyWolf,: 國大陸之間有管制 所以香港雖然不難開但無法取代本文所,12/26 18:21,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,BabyWolf,: 提的目的 如果是需要處理中國大陸相關資金 當然不是在說,12/26 18:22,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,BabyWolf,: 香港戶頭比起臺灣戶頭有限制啦,12/26 18:22,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,tpcjotp,: 大陸的debit card或信用卡刷卡優惠高嗎？,12/26 18:25,推,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,hsupeter92,: 還有通常我們台灣人去開不會是最高權限,12/26 18:25,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,hsupeter92,: 好像多半是二類戶,12/26 18:25,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,Miyanishi25,: 推薦這篇文章,12/26 18:26,推,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,hsupeter92,: 不高，不過通常是為了拿銀聯跟微信,12/26 18:26,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,hsupeter92,: 還有大陸信用卡很難辦，甚至比我們難辦，,12/26 18:28,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,hsupeter92,: 而且他們普及率不高,12/26 18:28,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,hsupeter92,: 在微信跟電子支付流行前多半用現金,12/26 18:29,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,hsupeter92,: 也就是說他們跨越信用卡這個世代直接跳到電子支付,12/26 18:30,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,magicee01,: 好腦金@ionwater,12/26 18:42,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,vestinland,: 我只是覺得，這些開戶的除非年消費額夠大，差額足以,12/26 18:42,推,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,vestinland,: 抵銷每幾年要過去的交通跟簽證等等維護成本，不然老,12/26 18:42,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,vestinland,: 實說真的沒有省多少，為了可以不用外匯手續費？台灣,12/26 18:42,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,vestinland,: 早就一堆卡的優惠足以抵消了,12/26 18:42,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,DFIGHT,: 啥意思 開戶要錢？,12/26 18:48,推,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,hsupeter92,: 他的意思是不是開戶要錢，而是討論時間跟成本,12/26 18:52,推,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,BNYMellon,: 香港信用卡和券商羊毛可多了,12/26 18:52,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,BNYMellon,: https://i.imgur.com/Qwzbr8i.jpg,12/26 18:52,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
comment,,BNYMellon,: https://i.imgur.com/avSKc5P.jpg,12/26 18:52,→,[心得] 大陸開戶去哪裡開戶最方便也最便宜？
