type,title,author,content,date,push_tag,original_title
article,roachbro (二爺),roachbro (二爺),: 等等 蝦皮不是第三方支付嗎 為啥會被第三方詐騙,Sat May  6 19:41:19 2023,,[心得] 106年警示帳戶 富邦不給開戶
comment,,petestar,: 幫高調一下，親友團也遇過這種詐騙，真的很倒楣,05/06 19:47,推,[心得] 106年警示帳戶 富邦不給開戶
comment,,OvvO,: 有警示戶紀錄的人還開那麼多戶 銀行怕爆,05/06 19:49,→,[心得] 106年警示帳戶 富邦不給開戶
comment,,petestar,: 不過原PO有試著好聲好氣詢問富邦的經理級人物嘛？有的是,05/06 19:50,推,[心得] 106年警示帳戶 富邦不給開戶
comment,,petestar,: 可以談的吧？例如要你詳細解釋開戶的用途之類的？,05/06 19:51,→,[心得] 106年警示帳戶 富邦不給開戶
comment,,petestar,: 看看申請個良民證會不會有幫助,05/06 19:51,→,[心得] 106年警示帳戶 富邦不給開戶
comment,,ohyakmu,: 那紀錄好像永遠都在  ，我朋友都過十幾年了銀行還是有意,05/06 19:58,→,[心得] 106年警示帳戶 富邦不給開戶
comment,,ohyakmu,: 見。,05/06 19:58,→,[心得] 106年警示帳戶 富邦不給開戶
comment,,roachbro,: 問題是 我也是受害人...只是在蝦皮賣東西的人,05/06 20:24,→,[心得] 106年警示帳戶 富邦不給開戶
comment,,hermesboy,:  #1a5QivFV (creditcard) 2樓該剪卡了 銀行怕爆,05/06 20:41,推,[心得] 106年警示帳戶 富邦不給開戶
comment,,lee28119,: 外國更誇張 直接銷戶都有 只能說要小心再小心...,05/06 21:02,推,[心得] 106年警示帳戶 富邦不給開戶
comment,,gwendeck,: 就算了吧 不要弄到之後連別家都不能開了 才一家就算了,05/06 21:07,→,[心得] 106年警示帳戶 富邦不給開戶
comment,,gwendeck,: 因為三角詐騙 本來自己就要很小心 要賣點數或虛幣的風險,05/06 21:08,→,[心得] 106年警示帳戶 富邦不給開戶
comment,,gwendeck,: 會三角詐騙主要還是虛擬物 超商或賣場或遊戲儲值或虛幣,05/06 21:11,→,[心得] 106年警示帳戶 富邦不給開戶
comment,,gwendeck,: 若正常買或賣實體物品 應該也很少能遇到三角詐騙,05/06 21:12,→,[心得] 106年警示帳戶 富邦不給開戶
comment,,gwendeck,: 所以這類交易的族群 本來就是銀行不太喜歡的族群了,05/06 21:12,→,[心得] 106年警示帳戶 富邦不給開戶
comment,,gwendeck,: 申訴只怕會弄巧成拙 搞到連別家也不讓你開戶了,05/06 21:14,→,[心得] 106年警示帳戶 富邦不給開戶
comment,,gwendeck,: 所以 如果只有富邦這一家要這麼硬 那就算了吧 不開也罷,05/06 21:14,→,[心得] 106年警示帳戶 富邦不給開戶
comment,,fastfu,: 好雖小,05/06 21:26,推,[心得] 106年警示帳戶 富邦不給開戶
comment,,SHENG2014,: 是無解？還是沒問要怎麼解？,05/06 21:35,→,[心得] 106年警示帳戶 富邦不給開戶
comment,,aljust12,: 你是不能開後摸摸鼻子走人 還是沒跟銀行說明跟詢問?,05/06 22:02,→,[心得] 106年警示帳戶 富邦不給開戶
comment,,fbifxxkma,: 蝦皮賣東西，款項統一由蝦皮撥款，怎麼可能變警示戶,05/06 22:07,推,[心得] 106年警示帳戶 富邦不給開戶
comment,,style05,: 樓上不熟三方詐騙吧，去查查看，還是有人遇到三方詐騙蝦,05/06 22:29,推,[心得] 106年警示帳戶 富邦不給開戶
