type,title,author,content,date,push_tag,original_title
article,thugf (大度山之戀),thugf (大度山之戀),: 打完客服，現在就開通了，所以不打客服不知會被遺忘到何時,Mon Jul  3 10:20:12 2023,,[討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,avavgirl,: 感謝分享,07/03 10:23,推,[討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,alloc,: 還在想要不要趁這波開戶 有點怕半年後福利就縮了,07/03 10:24,推,[討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,cherise,: 一開始開戶直接用網路上有的推薦碼是不是也能拿到100？,07/03 10:28,推,[討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,rtwodtwo,: 半年之後還有這麼大方再說,07/03 10:46,推,[討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,sinclaireche,: 辦自然人憑證比跑分行方便吧,07/03 10:50,→,[討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,abccbaandy,: 同樓上，除非你離分行很近,07/03 10:59,推,[討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,yu830913,: 以為新戶只能2+2，竟然是2+4,07/03 11:10,→,[討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,arashivivian,: 自認人憑證可用的地方很廣，找時間辦一次，一勞永,07/03 11:57,推,[討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,arashivivian,: 逸,07/03 11:57,→,[討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,TZUYIC,: 王道帳戶要留著，他時不時會推出高利定存活動，重點是沒有,07/03 12:07,推,[討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,TZUYIC,: 存款上限，最低3000元就可以做專案定存，有帳戶在手怎麼玩,07/03 12:08,→,[討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,TZUYIC,: 都方便。我參加王道高利定存活動都玩好幾年了。,07/03 12:08,→,[討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,TZUYIC,: 王道專案定存，就算是半年期，如果選擇到期付息，他一樣照,07/03 12:09,→,[討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,TZUYIC,: 整存整付「複利」幫你計算利息，這是別家銀行做不到的優勢,07/03 12:09,→,[討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,TZUYIC,: 其他銀行如果專案定存不到一年，例如六個月或九個月，一率,07/03 12:10,→,[討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,TZUYIC,: 都採「定期存款」單利計息。,07/03 12:10,→,[討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,TZUYIC,: 王道銀行只要自然人定存時選擇到期付息，不論存期多少，都,07/03 12:12,→,[討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,ivanami,: 原來王道這麼猛，我都只解每月5次跨轉任務而已...,07/03 12:12,推,[討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,TZUYIC,: 是以整存整付模式月複利計息。當然，要是定存選擇每月付息,07/03 12:12,→,[討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,TZUYIC,: 那就是單利計息，沒有疑問。,07/03 12:12,→,[討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,TZUYIC,: 關於定存計息方式，其實有寫在官網的QA，我之前特別注意到,07/03 12:14,→,[討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,TZUYIC,: 所以印象才這麼深刻，居然有存半年也可以複利計息的銀行－,07/03 12:14,→,[討論] 王道銀行開戶討論(7/5已開戶成功)
