type,title,author,content,date,push_tag,original_title
article,thugf (大度山之戀),thugf (大度山之戀),: 舊戶7/14轉7/18收到簡訊,Mon Jul 10 19:08:44 2023,,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,gogoapolo,: 7/3寄7/6補件至今日無下落,07/10 19:34,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,imchrisliu,: 感謝解惑，我也是今天才通知開戶成功的人，目前辦好帳,07/10 19:44,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,imchrisliu,: 號還不能登入,07/10 19:44,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,kloc,: 一家網銀，結果網路超差,07/10 19:52,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,operatorm,": 剛去把王道5萬移回來高利1.5%啦,明日再移去王道20萬,都",07/10 20:05,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,operatorm,": 沒簡訊,打電話也不接",07/10 20:05,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,deersummer,: 電腦版中午之後就登不進去，原來App很順。,07/10 20:26,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,LimboWings,: 下午有收到簡訊，結果app到現在8點半還是登不進去，,07/10 20:39,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,LimboWings,: 下午有試轉1元過去又被退回顯示無效帳戶…,07/10 20:39,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,A180,: 080客服是不是被棄守了? 我聽了1小時40分的等待語音了,07/10 20:44,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,A180,: 1小時48分接通了，客服也是請我收到簡訊在存。給大家參考,07/10 21:06,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,yixianl,: 放了5萬什麼時候才會通知,07/10 21:29,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,yixianl,: 剛開app可以登入,07/10 21:29,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,ivansailu,: 借這篇問一下，超過20點才存入的是不是算不到今日利息?,07/10 21:52,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,operatorm,": 快11點也沒今日5萬簡訊,明日再問是否要匯20萬去存2%",07/10 22:43,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,unreal39,: 上次用線上文字客服也是等了半個小時，後來客服說3-4點,07/10 22:45,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,unreal39,: 比較容易找到人,07/10 22:45,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,TZUYIC,: 王道銀行的活存利息計息時間是每天晚上23:59:59，在此之前,07/10 22:46,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
