type,title,author,content,date,push_tag,original_title
article,yuenru (do your job),yuenru (do your job),": 同樓上+1, 但7/12晚上 0點網銀很正常，回報一下。",Mon Jul 10 10:57:30 2023,,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,DABIM,: app等不進去+1,07/10 11:00,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,keyman2,: 經歷多次補件 今天準備搬錢又遇到無法登入 無言,07/10 11:04,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,GWang,: 王道今天很國泰,07/10 11:12,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,thugf,: 沒收到高利簡訊，網銀又掛一整個早上，搞甚麼東西阿,07/10 11:14,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,trieau,: 王道app是太久沒那麼多人用吧？竟然當機,07/10 11:15,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,thugf,: 手機APP FACE ID也被強制要重新設定，也無法登入,07/10 11:16,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,ayen0422,: 還沒收到新戶3.25%簡訊，app也無法登入,07/10 11:22,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,baroness,: app和網銀都進不去,07/10 11:24,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,PitzMan,: 好爛！！！,07/10 11:24,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,premh104,: 才剛開始，系統就卡住，四個月到期時會不會跟之前一樣,07/10 11:26,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,premh104,: ？加油一點，王道大哥！,07/10 11:26,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,redmoon168,: 所以你收到簡訊了？沒有的話還沒開始吧？官網都寫實,07/10 11:31,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,redmoon168,: 際按簡訊通知日期了,07/10 11:31,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,operatorm,": 打不進,登不進,又掛啦",07/10 11:32,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,vincentpp,: 壓力測試第一天就失敗,07/10 11:33,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,hcoaf,: 以收到簡訊的時間為準,07/10 11:35,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,anguskenneth,: 沒收到簡訊，等收到再搬吧..,07/10 11:35,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,yu0604,: 輸入後一片白還以為掛了.結果2分鐘後有緩慢的登入.但每按,07/10 11:36,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,yu0604,: 一個按鍵都要等好幾分鐘才有反應,07/10 11:37,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,andy0055,: 之前問客服：依簡訊為準喔！,07/10 11:40,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,andy0055,: 而且APP 利率還目前還是0.75%，不要太衝？,07/10 11:40,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,cherise,: 收到簡訊了！,07/10 11:41,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,id4,: 為什麼符合資格都還沒收到簡訊呢？app也太爛了一直lag,07/10 11:41,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,yu0604,: 好慢..登入後等到操作逾時被登出了,07/10 11:43,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,runrunkaka,: 登不進去+1 App那個利率顯示不是你的利率啦，那個是牌,07/10 11:50,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,runrunkaka,: 告利率公告,07/10 11:50,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,strife,: 轉入5w 後就登不入了 ...,07/10 11:51,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,MangoGTE,: 還沒收到簡訊欸,07/10 11:59,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,id4,: app那麼爛一直當機，會不會又和之前一樣，發生到期無法轉帳出,07/10 12:00,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,id4,: 去的情況,07/10 12:00,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,call5566me,: 大家都很急,07/10 12:00,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,dt1980,: 現在能進了吧 不過還沒收到利率簡訊不知道要不要再轉15萬,07/10 12:02,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,thugf,: 現在還進不去，會顯示交易異常,07/10 12:05,噓,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,gwendeck,: 轉進去5萬 卻領不出來了 app 跟網銀都掛掉了 連街口也是,07/10 12:05,噓,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,alloc,: 王道你又...,07/10 12:06,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,gwendeck,: 看來這5萬今天不用領出來了 就繼續放到明天來玩高利了吧,07/10 12:07,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,feisky,: 電腦版網銀，登入錯誤後選客服說公告維護到今日下午13:30,07/10 12:08,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,id4,: 王道繼之前轉帳轉不出來，這次是不是又出包了？,07/10 12:09,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,feisky,: 新戶記得轉49999以下進去，以免觸發轉五萬2%四個月嘿,07/10 12:09,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,ljjsay,: 上次網路擠兌即視感= =+,07/10 12:12,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,cherise,: 新戶五萬2% 就算轉五萬也不會生效喔，分開計算的,07/10 12:17,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,even2300471,: 凌晨12點就轉進去了應該算吧？,07/10 12:17,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,corlachang,: 新戶今天轉錢二十萬內就有高利率二個月吧，除了等簡訊,07/10 12:19,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,corlachang,: 外，有其他前置任務？,07/10 12:20,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,id4,: 符合資格但是沒收到簡訊是為什麼,07/10 12:25,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,tw30912,: 沒簡訊+1   不過我先轉錢進來了,07/10 12:29,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,franknba12,: 沒收到簡訊，不曉得符不符合資格……,07/10 12:31,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,vgybhu,: https://i.imgur.com/66xsPoh.jpg 說停機到13:00@@,07/10 12:32,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,Hewes,: 還沒收到簡訊+1,07/10 12:39,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,qazwsx7485,: 7/9轉入，還沒收到簡訊,07/10 12:53,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,lovembp,: 樓上要在活動期間轉入才有符合活動資格,07/10 12:57,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,XDdong,: 有轉進去但App怪怪的,07/10 13:08,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,XDdong,: 本來要再轉去交割戶的 只好先從別的地方轉惹,07/10 13:09,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,kazuya0223,: 1點還進不去，會顯示交易異常,07/10 13:23,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,yuenru,: 看王道銀行網路塞成這樣，可見很熱門！,07/10 13:27,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,runrunkaka,: 官網寫轉進來後次一營業日才會生效跟收到簡訊,07/10 13:32,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,targa123,": 沒收到+1,順便問一下,新戶沒跨堤次數正常嗎？",07/10 13:33,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,speedythief,": 爆掉了,連電話都不接",07/10 13:41,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,id4,: 和金管會反應啦，網站壞掉客服也不接電話,07/10 13:55,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,abobstar,: 是太多人 癱瘓系統了嗎,07/10 14:17,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,zo4j4,: 可以正常登入啊,07/10 14:17,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,abxthek2,: 剛剛用 也還滿順的～,07/10 14:21,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,klausa,: 所以是要等到收到簡訊才轉嗎？,07/10 14:26,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,klausa,: 還是要先轉隔日才收得到簡訊嗎,07/10 14:26,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,LimboWings,: 12點多登入正常，現在14點半登入錯誤還被解除綁定設,07/10 14:30,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,LimboWings,: 備...,07/10 14:30,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,feisky,: 剛剛登入，有錯誤訊息再按客服，說維修時間14-16點...挖哩,07/10 14:36,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,moron1,: 剛剛登入還蠻順的啊沒有問題,07/10 14:39,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,iamhsg,: 也不用急著今天吧！,07/10 14:53,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,id4,: 一家銀行的網銀營業日整天都在系統維護，這也太兩光了吧,07/10 14:56,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,kobeyangwu11,: 客服說網銀帳號密碼輸入的還在維修…,07/10 14:58,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,zetazko,: 還好我還沒登入,07/10 15:05,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,hdw,: 難怪登入不了~.~,07/10 15:20,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,runrunkaka,: 我可以登入了勒，希望明天能收到簡訊,07/10 15:22,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,rating,: 早上9點收到簡訊，但是App還無法用帳密登入....,07/10 15:26,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,rebot,: 王道是符合條件後開始算4個月 打算看樂天1.35%到什麼時候,07/10 15:28,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,rebot,: 再來決定什麼時候轉王道 如果樂天1.35%真的只到8.31 就9.1,07/10 15:28,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,rebot,: 再把樂天的錢轉到王道 如果樂天1.35%持續下去 就等王道活,07/10 15:28,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,rebot,: 動期間快結束的11.1把樂天的錢轉到王道,07/10 15:28,→,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,mark779813,: 新戶 3.25%簡訊尚未收到,07/10 15:36,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,windsson,: 早上收到簡訊，寫今天開始XD,07/10 15:43,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,windsson,: 7/10-9/9,07/10 15:45,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,PitzMan,: 還沒收到簡訊QQ~~~,07/10 15:47,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,baby0426,: 新戶還沒有簡訊…,07/10 15:54,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,rating,: 收到簡訊結果App無法登入，故意的咪,07/10 15:58,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,ah394959,: 新戶還沒收到簡訊+1,07/10 16:07,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,mark779813,: 16:10剛剛收到簡訊了,07/10 16:10,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,MangoGTE,: 收到簡訊了,07/10 16:18,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,cutepigg,: 收到簡訊 但app開不了,07/10 16:18,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,LimboWings,: 16:16收到簡訊，app依舊登入錯誤,07/10 16:19,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,snoopybox,: 剛剛收到簡訊+1,07/10 16:20,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,abobstar,: 剛收到簡訊+1 準備來存錢,07/10 16:20,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,y9111116,: 收到簡訊但年利率沒改正常嗎？,07/10 16:20,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,targa123,: 收到+1...晚上轉,07/10 16:22,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,ja11s4o1n7,: 新戶不能一次轉20萬嗎？,07/10 16:22,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
comment,,Winson95,: 新戶剛收到簡訊+1,07/10 16:28,推,Re: [討論] 王道銀行開戶討論(7/5已開戶成功)
